 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [01/Nov/2018 13:32:13] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [01/Nov/2018 13:32:13] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:32:13] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:32:14] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:32:14] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:32:15] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [01/Nov/2018 13:32:17] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:32:17] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [01/Nov/2018 13:32:18] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [01/Nov/2018 13:32:19] "GET /t HTTP/1.1" 200 -
[2018-11-01 22:53:11,862] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [01/Nov/2018 22:53:11] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [01/Nov/2018 22:53:12] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 22:53:12] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 22:53:12] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 22:53:12] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 22:53:13] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 12:46:20] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 12:46:20] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 12:46:20] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 12:46:20] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 12:46:21] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 12:46:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 12:46:25] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [02/Nov/2018 12:46:28] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 12:46:29] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-02 23:26:08,662] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [02/Nov/2018 23:26:08] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [02/Nov/2018 23:26:09] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 23:26:09] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 23:26:09] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 23:26:09] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 23:26:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:26:12] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:40] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Nov/2018 23:50:40] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:40] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:40] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:41] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:41] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:41] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:41] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:41] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:42] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [02/Nov/2018 23:50:42] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-05 07:48:13,910] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [05/Nov/2018 07:48:13] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [05/Nov/2018 07:48:15] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 07:48:17] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 07:48:17] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 07:48:18] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 07:48:20] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 07:48:21] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 07:48:21] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:22] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:22] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:22] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:23] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:23] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [05/Nov/2018 07:48:23] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:23] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:23] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 07:48:24] "GET /t HTTP/1.1" 200 -
[2018-11-05 08:00:51,363] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [05/Nov/2018 08:00:51] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [05/Nov/2018 08:00:51] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 08:00:51] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 08:00:51] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 08:00:51] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 08:00:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:54] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 08:00:54] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:54] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:55] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:56] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:56] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:56] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 08:00:56] "GET /t HTTP/1.1" 200 -
[2018-11-05 17:29:34,376] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [05/Nov/2018 17:29:34] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [05/Nov/2018 17:29:34] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 17:29:34] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 17:29:35] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 17:29:35] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 17:29:36] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:37] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 17:29:38] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:38] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:38] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:38] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:38] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:38] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:38] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:39] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:39] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 17:29:39] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:01] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 18:07:02] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:21] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [05/Nov/2018 20:54:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:46] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Nov/2018 11:27:46] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:46] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:46] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:46] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:47] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:47] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:47] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:47] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 11:27:47] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:06] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Nov/2018 18:15:06] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:06] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:06] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:06] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:07] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:07] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:07] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:07] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:15:07] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:38] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Nov/2018 18:47:38] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:38] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:38] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:39] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:39] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:39] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:39] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:39] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:39] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:47:39] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:58] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Nov/2018 18:52:59] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:53] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [07/Nov/2018 16:44:53] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:53] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:53] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:53] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:54] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:54] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:54] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:54] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:54] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 16:44:54] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:46] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [07/Nov/2018 17:00:47] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
